,M1_R1,M1_R2,M1_R3,M1_R4,M2a_R1,M2a_R2,M2a_R3,M2a_R4,M2c_R1,M2c_R2,M2c_R3,M2c_R4,Majority protein IDs,UniProt ID,Entry Name,M1_Group,M2a_Group_1,M2c_Group_2,M1vsM2a_log2FC,M1vsM2c_log2FC,M2avsM2c_log2FC,M1vsM2a_p,M1vsM2c_p,M2avsM2c_p,M1vsM2a_FDR,M1vsM2c_FDR,M2avsM2c_FDR
2706,-1.223894321,-2.447118916,-1.675665065,-0.785230632,-4.350871563,-4.053839861,-3.440712465,-4.667732749,-3.877111753,-3.265833532,-3.723801146,-0.883139109,sp|Q96RS6|NUDC1_HUMAN,Q96RS6,NUDC1,2,0,3,2.595311926,1.404494151,-1.190817774,0.000118264,0.0575198,0.101522684,0.002475699,0.149107491,0.384750871
2707,-3.066108439,-2.787392347,-1.718302338,-1.917921765,-2.499290554,-2.328599946,-2.548065684,-1.897392211,-1.955408782,-0.973839507,-2.276664862,-1.894772953,sp|Q96RT1|ERBIN_HUMAN,Q96RT1,ERBIN,4,4,3,-0.054094124,-0.597259696,-0.543165573,0.88539914,0.180298469,0.107278268,0.932102743,0.325473859,0.390767275
2708,0.296906272,-0.073134088,-1.825403764,-2.160085227,-0.138779903,-0.126400271,-0.472802421,-0.421259991,-0.197715267,-0.398243931,-0.517946605,-0.409600927,sp|Q96RU3|FNBP1_HUMAN,Q96RU3,FNBP1,4,4,4,-0.650618555,-0.55955252,0.091066036,0.259947658,0.324256526,0.596142839,0.433038404,0.484641474,0.814829692
2709,-1.572029608,-0.322107324,-0.58109791,-0.552214639,-1.317848329,-0.977764743,-1.482971854,-2.305114912,-3.637463969,-3.387060848,-3.130108247,-3.889143066,sp|Q96S52|PIGS_HUMAN,Q96S52,PIGS,3,3,0,0.764062589,2.754081662,1.990019073,0.078573652,1.39E-05,0.000165289,0.196189236,0.00062457,0.013054102
2710,-2.059364787,-2.413279722,-1.343419212,-0.848328027,-1.828293435,-2.312438067,-2.375372375,-2.36004139,-2.1486524,-1.587807526,-2.288170996,-2.120420114,sp|Q96S66|CLCC1_HUMAN,Q96S66,CLCC1,4,4,4,0.552938379,0.370164822,-0.182773557,0.172785874,0.360024395,0.425460834,0.335061893,0.518991634,0.705716657
2711,-0.859044006,0.161138163,2.109645192,0.963629977,-1.332956908,0.503123131,0.633332102,0.659196831,-0.805395956,0.532206688,0.39782606,-0.623966241,sp|Q96S97|MYADM_HUMAN,Q96S97,MYADM,4,4,4,0.478168542,0.718674694,0.240506151,0.49101677,0.26394585,0.656948753,0.659051092,0.424736842,0.847238709
2712,-0.407601987,-0.292286469,0.032936811,-0.581863023,-0.805338426,-0.871440768,-0.536963525,-0.70755471,-0.504045441,-0.682120022,-0.942839388,-0.679820083,sp|Q96SB3|NEB2_HUMAN,Q96SB3,NEB2,4,4,4,0.41812069,0.390002566,-0.028118124,0.137449814,0.185158672,0.870077628,0.28825474,0.331178806,0.95097726
2713,-0.373248494,-0.404155874,0.155483847,0.147193465,-1.522180015,-1.46720617,-1.394002138,-1.836734193,-1.817725527,-1.652774745,-0.947116677,-1.538023178,sp|Q96SQ9|CP2S1_HUMAN,Q96SQ9,CP2S1,4,4,4,1.436348865,1.370228268,-0.066120597,0.000408939,0.001314711,0.776603292,0.005529426,0.011253212,0.911106158
2714,-2.313696908,-1.912286062,-2.355435732,-1.915122552,-2.877457453,-2.212933315,-4.071460618,-3.346976985,-3.762932481,-4.062157519,-3.597320076,-2.294700559,sp|Q96ST2|IWS1_HUMAN,Q96ST2,IWS1,4,1,0,1.003071779,1.305142345,0.302070566,0.031033302,0.008664926,0.553033937,0.104611822,0.040201093,0.788913355
2715,-1.392529683,-0.17948904,-0.598063424,-0.707658412,-1.41475963,-0.667187328,-2.596211082,-1.500230435,-0.012814794,-1.103978806,-0.229798609,-0.585315836,sp|Q96SU4|OSBL9_HUMAN,Q96SU4,OSBL9,2,2,2,0.825161979,-0.236458128,-1.061620108,0.089638089,0.530369084,0.033123181,0.215565647,0.667523567,0.236629138
2716,-2.527754137,-1.725024408,-2.307305046,-1.261168608,-2.553514968,-1.333298135,-2.118593816,-3.106961149,-3.084214528,-2.765741383,-2.127666896,-2.236307123,sp|Q96SZ5|AEDO_HUMAN,Q96SZ5,AEDO,3,4,1,0.322778967,0.598169433,0.275390466,0.478709964,0.141163993,0.504599645,0.648404235,0.272979898,0.761391127
2717,-3.658319939,-3.213070792,-3.006519853,-2.550210383,-3.30706973,-2.260606073,-3.263888559,-2.577655453,-4.661557016,-2.943018782,-4.132508457,-2.847362968,sp|Q96T37|RBM15_HUMAN,Q96T37,RBM15,4,1,1,-0.254725288,0.539081564,0.793806852,0.492854273,0.269241947,0.120739371,0.660496953,0.429994151,0.409528192
2718,0.872131345,0.550236751,-0.011892389,0.175389099,1.062302096,1.368055314,1.447843385,1.386448355,1.056571891,1.138585283,0.90728887,1.431495751,sp|Q96T51|RUFY1_HUMAN,Q96T51,RUFY1,4,4,4,-0.919696086,-0.737019247,0.182676839,0.009698992,0.034513618,0.337612543,0.049202918,0.103481295,0.625022265
2719,-2.219349659,-4.117398633,-4.344750988,-4.174150607,-0.778022978,-1.363986346,-3.719083185,-3.333430194,-2.982695673,-3.300001324,-3.084193436,-3.931981623,sp|Q96T60|PNKP_HUMAN,Q96T60,PNKP,0,2,1,-1.415281796,-0.389194458,1.026087338,0.083337718,0.443742147,0.154311698,0.203942655,0.596459905,0.454271863
2720,-2.825421927,-2.392645039,-1.768474612,-0.753769332,-0.75518675,-1.593817107,-2.253286099,-2.879551954,-2.137871173,-0.650447914,-2.035193791,-2.965614901,sp|Q96T76|MMS19_HUMAN,Q96T76,MMS19,3,3,3,-0.06461725,0.012204217,0.076821467,0.909807676,0.983221521,0.897427039,0.944827555,0.989772534,0.959484416
2721,-1.086355934,-0.906126533,-1.963950577,-1.810994903,-3.754172042,-3.533197062,-2.848330376,-3.849139129,-3.186729373,-2.721587299,-2.867682289,-2.975264632,sp|Q96T83|SL9A7_HUMAN,Q96T83,SL9A7,2,0,0,2.054352666,1.495958912,-0.558393754,0.000215989,0.001032093,0.053789601,0.003608466,0.009339905,0.292976272
2722,1.580573273,1.715885317,1.2644952,1.230823469,1.140345249,1.714517922,2.22707189,1.984584985,1.166978389,1.472269907,1.751118716,1.883533436,sp|Q96TA1|NIBL1_HUMAN,Q96TA1,NIBL1,4,4,4,-0.318685697,-0.120530798,0.1981549,0.3282923,0.685952462,0.491214579,0.506803973,0.792185047,0.750937404
2723,-2.531310444,0.196201747,1.999040401,1.615350916,-0.247876733,-3.487067001,-4.115450424,-2.968632101,-0.922804865,-1.278335332,-0.574694344,-0.99653567,sp|Q96TC7|RMD3_HUMAN,Q96TC7,RMD3,4,4,4,3.02457722,1.262913208,-1.761664012,0.01945913,0.164063035,0.044897097,0.077104305,0.30390141,0.268159353
2724,-2.106331196,-1.26070759,-3.012002707,-1.812526785,-1.564610957,-1.529729662,-1.756090977,-1.936347847,-3.193018217,-3.632426228,-4.594374601,-2.064934838,sp|Q99417|MYCBP_HUMAN,Q99417,MYCBP,2,2,1,-0.351197209,1.323296402,1.67449361,0.374363088,0.037988524,0.007140211,0.55452333,0.109825393,0.110276594
2725,0.719135144,-0.103820071,-2.13742333,-2.197173038,-0.359146351,0.016061417,0.008889898,-1.589978683,-0.655463171,-0.410592612,-0.494982455,-0.216687115,sp|Q99426|TBCB_HUMAN,Q99426,TBCB,3,4,4,-0.448776894,-0.485388985,-0.036612091,0.532321155,0.454742107,0.921031005,0.693150495,0.606305083,0.968570069
2726,0.298375051,0.105306819,-1.167655696,-0.165452336,0.716548113,0.79435372,-0.143713462,0.409475875,1.105219749,0.83065123,0.6732082,1.170815388,sp|Q99436|PSB7_HUMAN,Q99436,PSB7,4,4,4,-0.676522602,-1.177330182,-0.50080758,0.109951754,0.008938832,0.075132212,0.246345807,0.041006631,0.33775477
2727,1.582985689,1.218579969,0.082092841,-1.859517817,0.051767762,0.146639312,0.759940628,0.723032885,0.771738176,-0.322697621,-0.594397889,0.600971221,sp|Q99439|CNN2_HUMAN,Q99439,CNN2,4,4,4,-0.164309976,0.142131699,0.306441675,0.811536606,0.843062246,0.410855495,0.888217231,0.90667854,0.69420568
2728,-0.806985276,-0.86563619,0.02876386,0.653493605,-0.711400829,-0.448162742,-1.665867494,-0.338258874,-1.113546297,0.034951731,-0.134234119,-0.548418979,sp|Q99442|SEC62_HUMAN,Q99442,SEC62,4,4,4,0.543331485,0.192720915,-0.350610569,0.244787881,0.658347255,0.36038195,0.415959847,0.773413358,0.64790684
2729,-2.630802267,-2.710220956,-1.408973784,-1.256588484,-2.307160526,-3.077458054,-2.550839314,-2.665142166,-1.123176475,-3.6104852,-2.464972659,-2.555626316,sp|Q99447|PCY2_HUMAN,Q99447,PCY2,2,4,3,0.648503642,0.43691879,-0.211584853,0.140541597,0.44870368,0.666609206,0.292444341,0.600402498,0.851091132
2730,-0.182523536,-0.224786882,1.128835677,0.067890232,-0.476891571,-1.074657219,-0.142851619,-0.140122206,-0.451700569,-0.119660349,-0.510894072,-1.170953092,sp|Q99459|CDC5L_HUMAN,Q99459,CDC5L,4,3,4,0.655984526,0.760655893,0.104671367,0.117989129,0.077803099,0.733053739,0.258194095,0.182310026,0.887164354
2731,0.483622176,0.475309042,-0.014729099,0.283023572,0.345970445,0.537723042,0.662765898,0.498975051,0.383940119,0.789015387,0.415845717,0.610701099,sp|Q99460|PSMD1_HUMAN,Q99460,PSMD1,4,4,4,-0.204552186,-0.243069158,-0.038516971,0.438195486,0.391385004,0.822088366,0.613388235,0.546429446,0.93327575
2732,-1.130446991,-1.338453564,-0.804925538,-1.27082442,0.866601825,0.732782276,0.969082595,0.629879582,0.829671976,-0.110894061,0.821751351,0.458316263,sp|Q99467|CD180_HUMAN,Q99467,CD180,4,4,4,-1.935749198,-1.635874011,0.299875187,2.35E-05,0.000390492,0.244861992,0.001021901,0.004934398,0.542252661
2733,-2.464140439,-1.670627242,-1.428293605,-1.538849446,-1.910887843,-1.878084409,-3.47046815,-1.496238867,-2.789970093,-2.667979186,-2.455157475,-2.508113122,sp|Q99470|SDF2_HUMAN,Q99470,SDF2,4,4,4,0.413442134,0.829827286,0.416385151,0.385652991,0.023648139,0.328007458,0.564508906,0.081042685,0.616122117
2734,0.650028989,-1.072210207,-0.570748271,-0.478567237,-0.579089504,-0.715266812,-0.142851619,-0.220046301,-0.87343448,-1.487589628,-1.628117939,-1.088963449,sp|Q99471|PFD5_HUMAN,Q99471,PFD5,2,3,4,0.046439377,0.901652192,0.855212815,0.90619922,0.046746119,0.005790372,0.943674645,0.127007634,0.101623947
2735,1.815812358,1.549054047,0.078542282,-1.759388381,2.068580277,2.130266564,2.152242376,1.921093257,2.276879738,1.184523345,1.585525297,2.054333731,sp|Q99497|PARK7_HUMAN,Q99497,PARK7,4,4,4,-1.647040542,-1.354310451,0.292730091,0.039125368,0.085011433,0.276051103,0.122156921,0.193081523,0.571109203
2736,-3.690493145,-3.820335068,-3.053012751,-3.60135101,-0.911539279,-0.63462419,-1.319423042,-1.649907667,-0.902213871,-0.779024256,-1.237713375,-1.190249104,sp|Q99519|NEUR1_HUMAN,Q99519,NEUR1,0,3,2,-2.412424449,-2.513997842,-0.101573393,2.43E-05,6.09E-06,0.696082297,0.001021901,0.000391889,0.867606162
2737,-4.853115762,-4.083193683,0.700887875,0.658655964,-2.883643604,-3.732443749,-3.66815087,-3.32422955,-1.979078837,-4.875714637,-3.236932104,-5.276672638,sp|Q99523|SORT_HUMAN,Q99523,SORT,4,1,3,1.507925542,1.947908152,0.439982611,0.243580555,0.172160114,0.53609005,0.414880666,0.315337145,0.777222506
2738,1.464231808,2.319757919,2.454709071,2.722066388,3.014989232,3.159717882,3.042225149,3.264660593,2.876712619,3.218632377,3.092502975,3.138060268,sp|Q99536|VAT1_HUMAN,Q99536,VAT1,4,4,4,-0.880206917,-0.841285763,0.038921154,0.020555463,0.028295713,0.808896606,0.07977587,0.090958183,0.928307697
2739,0.721842011,1.869232789,1.387117976,1.378704389,3.635058375,4.489482313,3.253204751,3.919609667,4.586902051,4.420428123,3.848057675,4.259624655,sp|Q99538|LGMN_HUMAN,Q99538,LGMN,4,4,4,-2.485114486,-2.939528835,-0.454414349,5.18E-05,4.58E-06,0.15667339,0.001463471,0.000319524,0.455719772
2740,-2.847693299,-1.77570993,0.547620606,-0.821108981,-0.117178067,-0.14182264,-2.225062203,0.1609831,0.504507146,-2.20036596,-3.131562185,-0.868539906,sp|Q99541|PLIN2_HUMAN,Q99541,PLIN2,3,4,4,-0.643452948,0.199767325,0.843220274,0.414373973,0.822433809,0.339676309,0.592457351,0.891996718,0.626193727
2741,-4.089173935,-2.505211174,-3.202539898,-2.705661115,-2.904277828,-2.915146376,-0.98052107,-1.097168175,-3.143374661,-1.770628618,-3.219470005,-2.750405337,sp|Q99567|NUP88_HUMAN,Q99567,NUP88,1,2,3,-1.151368168,-0.404676875,0.746691293,0.067959092,0.388970635,0.214991908,0.177335693,0.544454027,0.518678844
2742,-1.698536755,-2.179957295,-1.942168076,-1.217698695,-1.959906642,-1.639663531,-2.554518513,-1.829827163,-2.485900256,-1.933150199,-1.014948949,-1.707893777,sp|Q99570|PI3R4_HUMAN,Q99570,PI3R4,2,4,2,0.236388757,0.02588309,-0.210505667,0.48022643,0.946464712,0.548334234,0.649839114,0.967375282,0.78673058
2743,-0.228390985,0.090313192,0.779916121,0.046789226,-0.118603847,-0.297912407,-0.609459142,-0.894830056,-0.482516818,-0.765663498,-0.269947075,-0.291644993,sp|Q99571|P2RX4_HUMAN,Q99571,P2RX4,4,4,4,0.652358251,0.624599984,-0.027758267,0.067139456,0.071171901,0.903007756,0.176082723,0.170700497,0.960692778
2744,-1.343084626,0.330914241,-0.525599071,0.929452356,-3.938795981,-3.621175381,-3.284761796,-4.332077462,-3.540153386,-3.257205749,-2.394066286,-4.636102127,sp|Q99572|P2RX7_HUMAN,Q99572,P2RX7,4,0,1,3.64212338,3.304802612,-0.337320768,2.71E-05,0.000203581,0.480663658,0.001081932,0.003143921,0.744011675
2745,-3.176106994,-0.185564415,-0.407729649,-2.619215237,-3.121106857,-2.621624392,-3.182585567,-3.793607542,-3.90771562,-3.797637501,-2.223443812,-3.662042152,sp|Q99575|POP1_HUMAN,Q99575,POP1,2,0,1,1.582577016,1.800555698,0.217978682,0.041147021,0.029390556,0.613160697,0.12631263,0.093186296,0.82331276
2746,-1.384682951,-2.448809295,-3.085067941,-3.745086478,-0.152106532,-0.406661091,-1.620985736,-1.971257829,-0.952011388,-1.065009346,-1.127415656,-0.629242029,sp|Q99598|TSNAX_HUMAN,Q99598,TSNAX,1,3,3,-1.628158869,-1.722492062,-0.094333192,0.019144759,0.004287782,0.825120793,0.076390531,0.024306758,0.933581579
2747,0.873291254,0.745854162,-0.172175827,0.073100503,0.699364264,0.839799821,0.899746412,1.047811506,0.558837619,0.490318187,0.698651296,0.644708232,sp|Q99613|EIF3C_HUMAN,Q99613,EIF3C,4,4,4,-0.491662978,-0.21811131,0.273551668,0.145807901,0.506664065,0.109867785,0.299812104,0.649461789,0.395586937
2748,-2.367702089,-1.727760348,-1.059001335,-1.002164744,-1.178713803,-1.666046032,-2.523900997,-1.620956973,-1.670017733,-0.567917281,-1.640155813,-1.412390746,sp|Q99614|TTC1_HUMAN,Q99614,TTC1,2,4,3,0.208247322,-0.216536735,-0.424784058,0.621736945,0.602821783,0.259731343,0.762458396,0.731103121,0.553301068
2749,0.543238718,-0.015402068,-2.48535239,-1.34554562,-0.783174549,-0.289956085,0.455231255,0.331435477,-1.123094454,-0.981687843,-0.815228107,-0.126100923,sp|Q99615|DNJC7_HUMAN,Q99615,DNJC7,4,4,4,-0.754149365,-0.064237509,0.689911856,0.258426611,0.917781251,0.073149634,0.431124568,0.950041659,0.334232512
2750,1.551667481,1.722242368,2.440218885,2.405528906,1.556323936,1.53382617,1.57498669,1.821441413,1.140609506,1.097358599,1.794600679,1.638694712,sp|Q99623|PHB2_HUMAN,Q99623,PHB2,4,4,4,0.408269858,0.612098536,0.203828678,0.201310449,0.095316284,0.356618829,0.368186216,0.208579399,0.643121523
2751,-1.113436388,-1.835584295,-1.056693196,-0.842334251,-1.329410577,-0.734092556,-1.2126395,-1.89644773,-3.733801996,-3.64135505,-2.814850118,-1.633839339,sp|Q99627|CSN8_HUMAN,Q99627,CSN8,2,4,1,0.081135558,1.743949593,1.662814035,0.817924791,0.004631348,0.008043992,0.891558548,0.025745583,0.119456715
2752,-0.465694135,-0.123529135,1.355325775,1.154779278,0.790783097,0.026504607,0.135436048,0.095250061,0.059891486,-0.791887656,0.585923256,-0.177582453,sp|Q99643|C560_HUMAN,Q99643,C560,4,4,4,0.218226992,0.561134287,0.342907295,0.637981236,0.272685021,0.308322018,0.771125147,0.434072583,0.59900618
2753,-0.775668254,-0.541478192,0.752410032,0.571868458,-1.666383952,-1.577561216,-1.013891293,-1.507216617,-3.22625905,-1.459475616,-2.724432568,-2.367955042,sp|Q99653|CHP1_HUMAN,Q99653,CHP1,4,4,4,1.44304628,2.44631358,1.0032673,0.005051929,0.000493576,0.0244701,0.031745847,0.005586893,0.206452264
2754,-3.319617485,-3.153843915,-3.409863847,0.1291391,0.480553442,0.62927979,0.841447002,0.920184141,-0.278522826,-0.07000658,0.939534837,0.971704303,sp|Q99685|MGLL_HUMAN,Q99685,MGLL,1,4,4,-3.15641263,-2.82922397,0.32718866,0.001515968,0.003778089,0.337900217,0.013647637,0.022252302,0.625022265
2755,-1.684541886,-2.299264298,-1.441678071,-1.689332936,-4.10951923,-2.563448261,-2.132946688,-3.418808064,-3.440096963,-1.827932983,-3.045752155,-2.24788364,sp|Q99704|DOK1_HUMAN,Q99704,DOK1,2,1,1,1.277476263,0.861712137,-0.415764126,0.016781924,0.057613922,0.434325992,0.069731212,0.149186571,0.711424393
2756,1.296076183,1.4762566,1.526757302,1.494190125,1.261029575,1.315148357,1.12147715,1.375109581,1.046023115,0.687711163,0.892265107,1.076178514,sp|Q99714|HCD2_HUMAN,Q99714,HCD2,4,4,4,0.180128887,0.522775578,0.342646691,0.465915366,0.070091046,0.064604211,0.639943042,0.16937857,0.315848022
2757,-3.511991965,-2.964499269,-3.192948688,-2.969158904,-3.247860001,-2.729509165,-3.926322903,-3.710708492,-2.109159244,-0.744982738,0.374004687,-1.737074096,sp|Q99720|SGMR1_HUMAN,Q99720,SGMR1,0,0,2,0.243950434,-2.105346858,-2.349297292,0.474207823,0.001969517,0.002262099,0.646731627,0.0143783,0.057413916
2758,0.475701788,0.578594147,0.410297746,0.424480394,-0.102997231,0.116378727,0.784256747,0.396323009,-0.968199611,-1.297387363,-0.504779509,0.372379784,sp|Q99729|ROAA_HUMAN,Q99729,ROAA,4,4,4,0.173778206,1.071765194,0.897986988,0.544723645,0.016884962,0.041793424,0.70238021,0.064245194,0.259917417
2759,-0.162250917,-1.615908342,0.527926099,0.056267445,-3.909969619,-3.361039398,-3.157322827,-4.01498715,-2.768540164,-3.471135104,-3.19263416,-3.810745672,sp|Q99731|CCL19_HUMAN,Q99731,CCL19,2,0,0,3.312338319,3.012272346,-0.300065973,3.77E-05,7.43E-05,0.331260817,0.001272899,0.00181804,0.61855526
2760,-0.360403516,-0.019219969,2.678374089,2.361941304,-1.437697967,0.234838166,-1.417930672,0.611975233,-1.266436718,-0.949217448,-0.69407098,-0.442665939,sp|Q99732|LITAF_HUMAN,Q99732,LITAF,4,3,4,1.667376787,2.003270748,0.335893961,0.062012324,0.013908636,0.520912389,0.166403727,0.055956117,0.768976445
2761,1.549129503,1.189759872,0.343629584,-0.593547456,0.727374396,0.867726907,1.002296375,0.981560754,0.282165482,0.711219065,0.528781493,0.837928371,sp|Q99733|NP1L4_HUMAN,Q99733,NP1L4,4,4,4,-0.272496732,0.032219273,0.304716005,0.554404315,0.944826683,0.122730186,0.709335418,0.966805867,0.412207537
2762,-2.548851776,-2.815200725,-1.802785016,-1.384527342,-1.539211053,-2.010857194,-1.382221397,-1.545199572,-1.967219461,-2.007089398,-2.165456345,-1.358439495,sp|Q99747|SNAG_HUMAN,Q99747,SNAG,3,4,4,-0.518468911,-0.26329004,0.255178871,0.185957999,0.504446494,0.303396101,0.350691482,0.647562455,0.595590971
2763,-0.963889276,-1.147483782,-0.707542368,-0.462983192,-1.233130388,-0.91118981,-0.669098913,-2.086013086,-0.407049041,-1.688543235,-2.064939774,-0.712749111,sp|Q99757|THIOM_HUMAN,Q99757,THIOM,4,4,2,0.404383395,0.397845636,-0.006537759,0.283339181,0.352465812,0.988645438,0.457529579,0.512192987,0.994368422
2764,-3.67879132,-3.416366056,-3.612870485,-0.931811807,-2.50969469,-0.203578419,-1.448524577,-1.527440191,-0.669614729,-0.80222877,-2.131108623,-2.305692121,sp|Q99788|CML1_HUMAN,Q99788,CML1,3,3,2,-1.487650448,-1.432798856,0.054851591,0.055476605,0.055056202,0.924245654,0.155045962,0.144283788,0.968570069
2765,-3.82489616,-3.770173561,-2.937524395,-4.138808529,-1.303036075,-3.075803723,-3.381792834,-3.494390116,-3.495328384,-3.671248292,-2.707179481,-2.726282852,sp|Q99797|MIPEP_HUMAN,Q99797,MIPEP,1,3,1,-0.854094974,-0.517840909,0.336254065,0.124495139,0.193843497,0.522037413,0.268708452,0.342627747,0.769656347
2766,1.452716464,1.96902776,2.918173494,2.644403274,1.485744727,1.638966583,1.54301692,1.505561397,1.410219683,1.167017074,1.528533083,1.36182859,sp|Q99798|ACON_HUMAN,Q99798,ACON,4,4,4,0.702757841,0.87918064,0.176422799,0.073229163,0.034740756,0.276926333,0.187111282,0.10362817,0.571109203
2767,-0.547950995,-0.213867691,0.385617093,0.502014188,-0.499341206,-0.162053486,-0.009788733,-0.014115628,-0.593784776,-0.707379508,-0.174559004,-0.187208505,sp|Q99805|TM9S2_HUMAN,Q99805,TM9S2,4,4,4,0.202777912,0.447186097,0.244408185,0.535842155,0.204924632,0.262166941,0.69557396,0.355655173,0.55550617
2768,-3.120004216,-0.611498867,-3.13929844,-0.92991956,-3.209381818,-3.312948369,-3.128936291,-3.443025867,-2.260082467,-2.925129448,-3.304515647,-3.637303581,sp|Q99807|COQ7_HUMAN,Q99807,COQ7,2,1,0,1.323392815,1.081577515,-0.2418153,0.049876795,0.115822355,0.428726344,0.143716305,0.237384271,0.707357257
2769,-1.149072935,-0.888796501,-2.447097858,0.501141663,-0.61275858,-0.254546597,-1.045268142,-0.194493981,-0.399136079,-0.161659128,-0.829874883,0.10544996,sp|Q99816|TS101_HUMAN,Q99816,TS101,3,4,4,-0.469189583,-0.674651375,-0.205461793,0.416359561,0.248921581,0.471651295,0.593944776,0.406295206,0.73941124
2770,-0.302887986,-2.287358925,-3.027869521,-1.146910562,-0.781839053,-0.751987283,0.064850068,-0.073492638,-0.741201934,-0.780196896,-0.071301264,0.019433477,sp|Q99829|CPNE1_HUMAN,Q99829,CPNE1,3,4,4,-1.305639522,-1.297940094,0.007699428,0.042295729,0.041074538,0.9797307,0.128364767,0.115667763,0.989899022
2771,1.394850522,1.381753512,0.350155613,0.418190852,1.317905394,1.436358714,1.513401077,1.495638449,1.220279806,1.308255953,1.310366996,1.514309781,sp|Q99832|TCPH_HUMAN,Q99832,TCPH,4,4,4,-0.554588284,-0.452065509,0.102522774,0.121605204,0.208651086,0.510829817,0.263781575,0.359735243,0.76594907
2772,-1.09794182,-1.363964154,0.286590081,-1.089068302,-2.387115045,-1.14345532,-2.920753749,-2.551185977,-1.979127628,-1.710824424,-2.18835789,-1.188463211,sp|Q99836|MYD88_HUMAN,Q99836,MYD88,2,2,3,1.434531474,0.95059724,-0.483934234,0.014582892,0.044903627,0.258576291,0.063645111,0.122769556,0.552766784
2773,-0.344333186,-1.376561525,-3.916920265,-2.558201768,-0.807264646,-2.28851833,-2.035866083,-2.664452926,-3.358165213,-3.703245304,-3.249149233,-2.30086898,sp|Q99848|EBP2_HUMAN,Q99848,EBP2,2,3,1,-0.09997869,1.103852996,1.203831686,0.893015962,0.138819533,0.02646908,0.936038888,0.269657728,0.212425065
2774,0.709426092,0.427484693,-0.391825477,-0.068206036,0.226505427,0.132568261,0.425242494,-0.040887333,-0.034478465,0.102559046,0.146937619,0.008568685,sp|Q99873|ANM1_HUMAN,Q99873,ANM1,4,4,4,-0.016637394,0.113323097,0.129960491,0.958426763,0.724511755,0.443832313,0.971638722,0.820357885,0.717355486
2775,-0.28787471,-0.056782189,-0.895714542,-0.63670257,0.396799042,0.398481719,0.492059482,0.410975346,0.406801937,0.26487889,0.162318691,0.45549916,sp|Q99961|SH3G1_HUMAN,Q99961,SH3G1,3,4,4,-0.8938474,-0.791643172,0.102204228,0.008860825,0.020884945,0.506446492,0.046296226,0.07405631,0.763183677
2776,-0.760512881,-1.255240196,-0.184663629,-0.908783477,-0.927620904,-1.556259292,-2.628506169,-1.49373698,-1.969518793,-0.644611836,-1.431242311,-1.739174017,sp|Q9BPW8|NIPS1_HUMAN,Q9BPW8,NIPS1,3,3,2,0.874230791,0.668836694,-0.205394097,0.056538866,0.104564,0.63080055,0.156618576,0.222783507,0.83264981
2777,-2.769970843,-2.140004964,-1.772244101,-0.146523059,-0.898917637,-1.302427575,-2.626439517,-2.487729772,0.345532153,-1.441437365,-1.006928672,-2.164622814,sp|Q9BPW9|DHRS9_HUMAN,Q9BPW9,DHRS9,4,2,2,0.121692884,-0.640321567,-0.762014451,0.844322407,0.344443331,0.234053971,0.909773756,0.504612384,0.53294721
2778,-0.271528323,-2.691306442,-4.020992065,-3.890207778,-2.767532471,-3.325589702,-3.530355223,-3.798086282,-1.161197319,-1.685996324,-0.623440337,-0.391248415,sp|Q9BPX5|ARP5L_HUMAN,Q9BPX5,ARP5L,1,0,2,0.636882268,-1.753038053,-2.389920321,0.413306694,0.04194175,8.41E-05,0.592074003,0.117489955,0.00859908
2779,-3.270077974,-0.573164482,-0.226778941,-0.44102304,-2.962301774,-2.480616069,-2.062103391,-0.979634873,-3.174944402,-2.073925713,-3.92973414,-2.566984786,sp|Q9BPX6|MICU1_HUMAN,Q9BPX6,MICU1,3,3,3,0.993402918,1.808636151,0.815233233,0.186093552,0.024469895,0.149171895,0.350691482,0.083026186,0.446103557
2780,-4.082835107,-4.241840488,-3.990782852,-1.658060019,-2.750031978,-2.75642882,-1.606516216,-1.020693938,-2.843170327,-1.394186086,-2.631148838,-0.498009587,sp|Q9BQ48|RM34_HUMAN,Q9BQ48,RM34,1,2,2,-1.459961879,-1.651750907,-0.191789029,0.045840246,0.036665356,0.760898927,0.136282029,0.107159051,0.901508275
2781,-0.029550341,-2.65659694,-0.633682646,-1.949577428,-3.193606754,-3.820844094,-3.387022298,-2.81362593,-3.40997782,-3.183549356,-4.080168128,-3.306429885,sp|Q9BQ49|SMIM7_HUMAN,Q9BQ49,SMIM7,2,1,0,1.98642293,2.177679458,0.191256528,0.005222228,0.00266081,0.514235549,0.032463763,0.017301457,0.76749022
2782,-2.452227387,-4.333832076,-4.144208314,-2.884357256,-1.232995991,-1.887785934,-2.565365278,-2.862588231,-3.012780178,-4.056142762,-3.662496393,-3.863963242,sp|Q9BQ52|RNZ2_HUMAN,Q9BQ52,RNZ2,0,2,0,-1.3164724,0.195189385,1.511661785,0.030571502,0.68635589,0.004280774,0.103746065,0.792234606,0.086592948
2783,-1.125943716,-2.050101303,-2.026132047,-1.626203017,-0.663851071,-0.886035248,-1.657095141,-1.621625739,-3.584794214,-3.613747529,-4.470532621,-4.477592581,sp|Q9BQA1|MEP50_HUMAN,Q9BQA1,MEP50,2,3,0,-0.499943221,2.329571716,2.829514937,0.184743347,6.63E-05,2.23E-05,0.349664014,0.001697485,0.004086421
